time (s), R (V),time (s), S (V),time (s), T (V)
1.34798e-05, 0.00116048, 1.34734e-05, 0.000455383, 1.34763e-05, 0.000428147
1.34954e-05, 0.00206621, 1.3489e-05, 0.000654613, 1.34919e-05, 0.000884836
1.35111e-05, 0.00240586, 1.35046e-05, -0.000341537, 1.35076e-05, 0.000999009
1.35267e-05, 0.00192469, 1.35202e-05, -0.000369999, 1.35232e-05, 0.000313974
1.35423e-05, 0.00203791, 1.35359e-05, -0.000711536, 1.35388e-05, 8.56293e-05
1.35579e-05, 0.00178317, 1.35515e-05, -0.000483845, 1.35544e-05, -0.000114172
1.35736e-05, 0.00121708, 1.35671e-05, -0.00079692, 1.35701e-05, -0.000114172
1.35892e-05, 0.000650999, 1.35827e-05, -0.00113846, 1.35857e-05, -0.00045669
1.36048e-05, 0.000424564, 1.35984e-05, -0.00159384, 1.36013e-05, -0.000342517
1.36204e-05, -0.000113217, 1.3614e-05, -0.0012523, 1.36169e-05, -0.000228345
1.36361e-05, -0.00147182, 1.36296e-05, -0.00079692, 1.36326e-05, -0.000342517
1.36517e-05, -0.00135861, 1.36452e-05, -0.000768459, 1.36482e-05, -0.000570862
1.36673e-05, -0.00172656, 1.36609e-05, 0.000227692, 1.36638e-05, -0.000114172
1.36829e-05, -0.001953, 1.36765e-05, 0.00039846, 1.36794e-05, 0.000114172
1.36986e-05, -0.00161334, 1.36921e-05, 0.00079692, 1.36951e-05, 0.000114172
1.37142e-05, -0.000820824, 1.37077e-05, 0.000853843, 1.37107e-05, 0.000342517
1.37298e-05, -0.000254739, 1.37234e-05, 0.000939228, 1.37263e-05, 0.000428147
1.37454e-05, 0.000452869, 1.3739e-05, 0.00130923, 1.37419e-05, 0.000342517
1.37611e-05, 0.00158504, 1.37546e-05, 0.0012523, 1.37576e-05, 0.000114172
1.37767e-05, 0.00294365, 1.37702e-05, 0.00113846, 1.37732e-05, 0.000199802
1.37923e-05, 0.00305686, 1.37859e-05, 0.000739998, 1.37888e-05, -0.000228345
1.38079e-05, 0.00305686, 1.38015e-05, 0, 1.38044e-05, -0.000399603
1.38236e-05, 0.00294365, 1.38171e-05, -0.000711536, 1.38201e-05, -0.000656491
1.38392e-05, 0.00249078, 1.38327e-05, -0.00116692, 1.38357e-05, -0.00037106
1.38548e-05, 0.00203791, 1.38484e-05, -0.00139461, 1.38513e-05, -2.85431e-05
1.38704e-05, 0.00113217, 1.3864e-05, -0.00184999, 1.38669e-05, 0.000570862
1.38861e-05, 0.000339651, 1.38796e-05, -0.0016223, 1.38826e-05, 0.000627948
1.39017e-05, -0.000226434, 1.38952e-05, -0.00173615, 1.38982e-05, 0.000884836
1.39173e-05, -0.000226434, 1.39109e-05, -0.00207769, 1.39138e-05, 0.00128444
1.39329e-05, -0.000566086, 1.39265e-05, -0.00150846, 1.39294e-05, 0.000656491
1.39486e-05, -0.00116048, 1.39421e-05, -0.000939228, 1.39451e-05, 0.000542319
1.39642e-05, -0.00172656, 1.39577e-05, -0.00105307, 1.39607e-05, 0.000627948
1.39798e-05, -0.00127369, 1.39734e-05, -0.00128076, 1.39763e-05, 0.000999009
1.39954e-05, -0.00150013, 1.3989e-05, -0.00128076, 1.39919e-05, 0.000570862
1.40111e-05, -0.00127369, 1.40046e-05, -0.000825382, 1.40076e-05, 0.000228345
1.40267e-05, -0.000934041, 1.40202e-05, -0.00059769, 1.40232e-05, 0
1.40423e-05, -0.00127369, 1.40359e-05, -0.00105307, 1.40388e-05, -0.000342517
1.40579e-05, -0.00113217, 1.40515e-05, -0.00130923, 1.40544e-05, -0.00045669
1.40736e-05, -0.000905737, 1.40671e-05, -0.000882305, 1.40701e-05, -0.000685034
1.40892e-05, -0.000679303, 1.40827e-05, -0.00119538, 1.40857e-05, -0.000228345
1.41048e-05, -0.000566086, 1.40984e-05, -0.00150846, 1.41013e-05, -0.00045669
1.41204e-05, -0.000339651, 1.4114e-05, -0.00148, 1.41169e-05, -0.000799207
1.41361e-05, 0.000113217, 1.41296e-05, -0.00139461, 1.41326e-05, -0.000570862
1.41517e-05, 0.000339651, 1.41452e-05, -0.000996151, 1.41482e-05, -0.000114172
1.41673e-05, 0.000679303, 1.41609e-05, -0.00111, 1.41638e-05, 0.000570862
1.41829e-05, 0.00079252, 1.41765e-05, -0.00133769, 1.41794e-05, 0.000570862
1.41986e-05, 0.00101895, 1.41921e-05, -0.00122384, 1.41951e-05, -0.000114172
1.42142e-05, 0.00101895, 1.42077e-05, -0.00113846, 1.42107e-05, -2.85431e-05
1.42298e-05, 0.00135861, 1.42234e-05, -0.00136615, 1.42263e-05, -0.000142716
1.42454e-05, 0.00158504, 1.4239e-05, -0.0012523, 1.42419e-05, -0.000256888
1.42611e-05, 0.00101895, 1.42546e-05, -0.000910766, 1.42576e-05, -0.000142716
1.42767e-05, 0.000650999, 1.42702e-05, -0.00079692, 1.42732e-05, -2.85431e-05
1.42923e-05, 0.000339651, 1.42859e-05, -0.0012523, 1.42888e-05, -0.00037106
1.43079e-05, 0.000226434, 1.43015e-05, -0.00079692, 1.43044e-05, -0.000713578
1.43236e-05, 0.000113217, 1.43171e-05, -0.000683075, 1.43201e-05, 8.56293e-05
1.43392e-05, 0.000226434, 1.43327e-05, -0.00105307, 1.43357e-05, 0.000542319
1.43548e-05, -0.00079252, 1.43484e-05, -0.00059769, 1.43513e-05, -2.85431e-05
1.43704e-05, -0.000905737, 1.4364e-05, -0.000483845, 1.43669e-05, 0.000228345
1.43861e-05, -0.000566086, 1.43796e-05, -0.000341537, 1.43826e-05, 0.000428147
1.44017e-05, -0.000452869, 1.43952e-05, -0.000455383, 1.43982e-05, 0.00111318
1.44173e-05, -0.000452869, 1.44109e-05, -0.000683075, 1.44138e-05, 0.000799207
1.44329e-05, -0.000113217, 1.44265e-05, -0.000569229, 1.44294e-05, 0.000685034
1.44486e-05, -0.000113217, 1.44421e-05, -0.000455383, 1.44451e-05, 0.000228345
1.44642e-05, -0.000113217, 1.44577e-05, -0.000910766, 1.44607e-05, 0.000570862
1.44798e-05, -0.00079252, 1.44734e-05, -0.00102461, 1.44763e-05, 0.000685034
1.44954e-05, -0.00079252, 1.4489e-05, -0.00113846, 1.44919e-05, 0.000228345
1.45111e-05, -0.000905737, 1.45046e-05, -0.00102461, 1.45076e-05, -0.000114172
1.45267e-05, -0.00166995, 1.45202e-05, -0.0012523, 1.45232e-05, 0.000114172
1.45423e-05, -0.00206621, 1.45359e-05, -0.00102461, 1.45388e-05, 0.000228345
1.45579e-05, -0.0019813, 1.45515e-05, -0.00079692, 1.45544e-05, 0.000114172
1.45736e-05, -0.000934041, 1.45671e-05, -0.000910766, 1.45701e-05, -0.000342517
1.45892e-05, -0.00099065, 1.45827e-05, -0.000711536, 1.45857e-05, 0.000142716
1.46048e-05, -0.000367956, 1.45984e-05, 8.53843e-05, 1.46013e-05, 0.000228345
1.46204e-05, 0.00107556, 1.4614e-05, -0.000142307, 1.46169e-05, -0.000256888
1.46361e-05, 0.00175487, 1.46296e-05, -0.000369999, 1.46326e-05, -0.000399603
1.46517e-05, 0.00246247, 1.46452e-05, 0.000227692, 1.46482e-05, 0
1.46673e-05, 0.00345312, 1.46609e-05, 0.000113846, 1.46638e-05, 0.00037106
1.46829e-05, 0.00365125, 1.46765e-05, -0.000227692, 1.46794e-05, 0.000685034
1.46986e-05, 0.00362295, 1.46921e-05, 0.000113846, 1.46951e-05, 0.000884836
1.47142e-05, 0.00308517, 1.47077e-05, 0.000227692, 1.47107e-05, 0.000513776
1.47298e-05, 0.00308517, 1.47234e-05, -0.000227692, 1.47263e-05, 0.000114172
1.47454e-05, 0.00283043, 1.4739e-05, -0.000569229, 1.47419e-05, -0.00045669
1.47611e-05, 0.00229265, 1.47546e-05, -0.000569229, 1.47576e-05, -0.000570862
1.47767e-05, 0.00172656, 1.47702e-05, -0.000455383, 1.47732e-05, -0.000599405
1.47923e-05, 0.00150013, 1.47859e-05, -0.000569229, 1.47888e-05, -0.000485233
1.48079e-05, 0.00059439, 1.48015e-05, -0.000910766, 1.48044e-05, -0.000599405
1.48236e-05, 0.000254739, 1.48171e-05, -0.00102461, 1.48201e-05, -0.000599405
1.48392e-05, -0.000226434, 1.48327e-05, -0.000455383, 1.48357e-05, -0.000941922
1.48548e-05, -0.000339651, 1.48484e-05, -0.000113846, 1.48513e-05, -0.000599405
1.48704e-05, -0.00101895, 1.4864e-05, 0.00079692, 1.48669e-05, 0.000199802
1.48861e-05, -0.00181147, 1.48796e-05, 0.00204922, 1.48826e-05, 0.000542319
1.49017e-05, -0.00158504, 1.48952e-05, 0.00250461, 1.48982e-05, 0.000542319
1.49173e-05, -0.00135861, 1.49109e-05, 0.0023623, 1.49138e-05, 0.000884836
1.49329e-05, -0.00147182, 1.49265e-05, 0.00281768, 1.49294e-05, 0.000428147
1.49486e-05, -0.00203791, 1.49421e-05, 0.0036146, 1.49451e-05, 0.000199802
1.49642e-05, -0.00203791, 1.49577e-05, 0.00350076, 1.49607e-05, 0.000428147
1.49798e-05, -0.00226434, 1.49734e-05, 0.00270384, 1.49763e-05, 0.000770664
1.49954e-05, -0.00181147, 1.4989e-05, 0.00258999, 1.49919e-05, 0.000542319
1.50111e-05, -0.00215113, 1.50046e-05, 0.00170769, 1.50076e-05, 0.000428147
1.50267e-05, -0.00181147, 1.50202e-05, 0.000910766, 1.50232e-05, -0.000142716
1.50423e-05, -0.00101895, 1.50359e-05, 0.00079692, 1.50388e-05, 0.000313974
1.50579e-05, -0.000566086, 1.50515e-05, 0.0012523, 1.50544e-05, 0.000313974
1.50736e-05, -0.000566086, 1.50671e-05, 0.00159384, 1.50701e-05, -2.85431e-05
1.50892e-05, -0.000113217, 1.50827e-05, 0.00148, 1.50857e-05, 0
1.51048e-05, -0.000226434, 1.50984e-05, 0.000683075, 1.51013e-05, 0.000570862
1.51204e-05, -0.000566086, 1.5114e-05, -0.000455383, 1.51169e-05, 0.000199802
1.51361e-05, -0.00101895, 1.51296e-05, -0.000683075, 1.51326e-05, 0.000542319
1.51517e-05, -0.00158504, 1.51452e-05, -0.00136615, 1.51482e-05, 0.000999009
1.51673e-05, -0.00158504, 1.51609e-05, -0.00253307, 1.51638e-05, 8.56293e-05
1.51829e-05, -0.00113217, 1.51765e-05, -0.00364306, 1.51794e-05, -0.00037106
1.51986e-05, -0.00079252, 1.51921e-05, -0.00421229, 1.51951e-05, 8.56293e-05
1.52142e-05, -0.00079252, 1.52077e-05, -0.00446845, 1.52107e-05, 0.000656491
1.52298e-05, -0.000339651, 1.52234e-05, -0.0043546, 1.52263e-05, 8.56293e-05
1.52454e-05, 0.000113217, 1.5239e-05, -0.00461075, 1.52419e-05, -0.000485233
1.52611e-05, 0.00124539, 1.52546e-05, -0.00438306, 1.52576e-05, -0.000142716
1.52767e-05, 0.00124539, 1.52702e-05, -0.00446845, 1.52732e-05, -0.000142716
1.52923e-05, 0.000905737, 1.52859e-05, -0.00352922, 1.52888e-05, 0.000171259
1.53079e-05, 0.00101895, 1.53015e-05, -0.00250461, 1.53044e-05, 8.56293e-05
1.53236e-05, 0.00166995, 1.53171e-05, -0.00230538, 1.53201e-05, 0
1.53392e-05, 0.00124539, 1.53327e-05, -0.00202076, 1.53357e-05, -2.85431e-05
1.53548e-05, 0.00079252, 1.53484e-05, -0.00133769, 1.53513e-05, -0.000256888
1.53704e-05, 0.000169826, 1.5364e-05, -0.000910766, 1.53669e-05, 0
1.53861e-05, -0.00107556, 1.53796e-05, -0.00102461, 1.53826e-05, 0.000342517
1.54017e-05, -0.00424564, 1.53952e-05, -0.00102461, 1.53982e-05, -0.000570862
1.54173e-05, -0.00687794, 1.54109e-05, -0.00113846, 1.54138e-05, -0.000513776
1.54329e-05, -0.00803842, 1.54265e-05, -0.000910766, 1.54294e-05, -0.000142716
1.54486e-05, -0.00673642, 1.54421e-05, 0.000113846, 1.54451e-05, -5.70862e-05
1.54642e-05, -0.00435886, 1.54577e-05, 0.00102461, 1.54607e-05, -0.000513776
1.54798e-05, -0.00178317, 1.54734e-05, 0.00102461, 1.54763e-05, -0.00037106
1.54954e-05, 0.00124539, 1.5489e-05, 0.000711536, 1.54919e-05, 0.000656491
1.55111e-05, 0.00370786, 1.55046e-05, 0.00128076, 1.55076e-05, -2.85431e-05
1.55267e-05, 0.00554764, 1.55202e-05, 0.00196384, 1.55232e-05, -0.000256888
1.55423e-05, 0.00721759, 1.55359e-05, 0.00287461, 1.55388e-05, 8.56293e-05
1.55579e-05, 0.00846298, 1.55515e-05, 0.0039846, 1.55544e-05, 0.000542319
1.55736e-05, 0.00917059, 1.55671e-05, 0.0039846, 1.55701e-05, 0.000199802
1.55892e-05, 0.00849129, 1.55827e-05, 0.00387076, 1.55857e-05, 0.000428147
1.56048e-05, 0.00701946, 1.55984e-05, 0.0027323, 1.56013e-05, 0.000656491
1.56204e-05, 0.00498155, 1.5614e-05, 0.00193538, 1.56169e-05, 0.000999009
1.56361e-05, 0.00339651, 1.56296e-05, 0.000910766, 1.56326e-05, 0.000542319
1.56517e-05, 0.00121708, 1.56452e-05, -0.000683075, 1.56482e-05, -0.00037106
1.56673e-05, -0.000707607, 1.56609e-05, -0.00204922, 1.56638e-05, -0.000285431
1.56829e-05, -0.001953, 1.56765e-05, -0.00295999, 1.56794e-05, 0.000513776
1.56986e-05, -0.00308517, 1.56921e-05, -0.00375691, 1.56951e-05, 0.000599405
1.57142e-05, -0.00350973, 1.57077e-05, -0.00523691, 1.57107e-05, -8.56293e-05
1.57298e-05, -0.00362295, 1.57234e-05, -0.00569229, 1.57263e-05, 0.000228345
1.57454e-05, -0.00305686, 1.5739e-05, -0.0054646, 1.57419e-05, 0.000627948
1.57611e-05, -0.00192469, 1.57546e-05, -0.00500921, 1.57576e-05, 0.00037106
1.57767e-05, -0.00135861, 1.57702e-05, -0.00432614, 1.57732e-05, 0.000114172
1.57923e-05, -0.00135861, 1.57859e-05, -0.00350076, 1.57888e-05, 0.000114172
1.58079e-05, -0.000679303, 1.58015e-05, -0.00247615, 1.58044e-05, 0
1.58236e-05, -0.000679303, 1.58171e-05, -0.00167923, 1.58201e-05, -0.000114172
1.58392e-05, -0.000452869, 1.58327e-05, -0.000882305, 1.58357e-05, 0.000199802
1.58548e-05, -0.000113217, 1.58484e-05, -0.000540767, 1.58513e-05, -0.000256888
1.58704e-05, 0.000113217, 1.5864e-05, -0.000426922, 1.58669e-05, -0.00037106
1.58861e-05, -0.000226434, 1.58796e-05, -8.53843e-05, 1.58826e-05, -0.000142716
1.59017e-05, 0.000339651, 1.58952e-05, 0, 1.58982e-05, 0.000313974
1.59173e-05, -0.000226434, 1.59109e-05, -0.000569229, 1.59138e-05, 0.000542319
1.59329e-05, -0.000226434, 1.59265e-05, -0.000910766, 1.59294e-05, 0.000656491
1.59486e-05, -0.000226434, 1.59421e-05, -0.000569229, 1.59451e-05, 0.0014557
1.59642e-05, -0.00104726, 1.59577e-05, -0.000683075, 1.59607e-05, 0.00202656
1.59798e-05, -0.00138691, 1.59734e-05, -0.00102461, 1.59763e-05, 0.00156987
1.59954e-05, -0.00116048, 1.5989e-05, -0.000369999, 1.59919e-05, 0.000884836
